"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2017-10-31,"Northeast Dallas","TX","Dallas-Fort Worth","Dallas","Dallas",0,1792,0.00504767246214246,0.0216647662485747,0.0430733410942957,57050
2017-10-31,"Paradise","NV","Las Vegas","Clark","Las Vegas",1,1244,0.00484652665589661,0.0146818923327896,0.0349417637271215,61870
2017-10-31,"Maryvale","AZ","Phoenix","Maricopa","Phoenix",2,1093,0.00830258302583026,0.0330812854442344,0.0509615384615385,49156
2017-10-31,"Upper West Side","NY","New York","New York","New York",3,3896,-0.000769428058476532,0.0177638453500522,0.00567888487351575,71051
2017-10-31,"Sherman Oaks","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",4,3636,0.00220507166482911,0.00636590091336839,0.0311968235961429,19605
2017-10-31,"South Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",5,2420,0.00248550124275062,0.0125523012552301,0.110091743119266,34570
2017-10-31,"Upper East Side","NY","New York","New York","New York",6,3538,0.000282725473565168,0.00368794326241135,-0.00673778775968557,82606
2017-10-31,"Sunrise Manor","NV","Las Vegas","Clark","Las Vegas",7,1143,0.00616197183098592,0.0223613595706619,0.0573543015726179,43549
2017-10-31,"East New York","NY","New York","Kings","New York",8,2212,0.00545454545454545,0.00591177808094588,0.00135808057944771,20236
2017-10-31,"Spring Valley","NV","Las Vegas","Clark","Las Vegas",9,1271,0.00793021411578113,0.0200642054574639,0.0367047308319739,64681
2017-10-31,"Southeast Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",10,2326,-0.00214500214500214,-0.00257289879931389,0.124758220502901,25505
2017-10-31,"Paradise Valley","AZ","Phoenix","Maricopa","Phoenix",11,1588,0.00379266750948167,0.0101781170483461,0.0392670157068063,60501
2017-10-31,"Deer Valley","AZ","Phoenix","Maricopa","Phoenix",12,1339,0.000747384155455904,0.00752445447705041,0.0412130637636081,53047
2017-10-31,"Washington Heights","NY","New York","New York","New York",13,2669,-0.00484712900820283,0.00527306967984934,0.0113679424024252,14868
2017-10-31,"Van Nuys","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",14,2730,0.00330760749724366,0.0111111111111111,0.0463779225756995,13888
2017-10-31,"Astoria","NY","New York","Queens","New York",15,2292,-0.00563991323210412,-0.00391134289439374,-0.0103626943005181,26547
2017-10-31,"North Mountain","AZ","Phoenix","Maricopa","Phoenix",16,1240,0.00242522231204527,0.0139002452984464,0.0446503791069924,49662
2017-10-31,"Far North","TX","Dallas-Fort Worth","Dallas","Dallas",17,2261,0.00266075388026608,0.00802496656263932,0.0249320036264733,31372
2017-10-31,"Hollywood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",18,2887,-0.00413935839944809,0,0.0165492957746479,11828
2017-10-31,"Williamsburg","NY","New York","Kings","New York",19,2937,-0.00373134328358209,-0.00508130081300813,0.0155601659751037,23863
2017-10-31,"Bedford Stuyvesant","NY","New York","Kings","New York",20,2495,0.00362027353177796,0.0117599351175994,0.0158794788273616,26320
2017-10-31,"East Side","TX","El Paso","El Paso","El Paso",21,1021,0.00196270853778214,0.0118929633300297,0.000980392156862745,39741
2017-10-31,"Camelback East","AZ","Phoenix","Maricopa","Phoenix",22,1436,0.00139470013947001,0.00489853044086774,0.0413343002175489,48124
2017-10-31,"Alhambra","AZ","Phoenix","Maricopa","Phoenix",23,1173,0.0051413881748072,0.02,0.0539083557951483,34383
2017-10-31,"Flatbush","NY","New York","Kings","New York",24,2224,0.0145985401459854,0.0296296296296296,0.0211202938475666,15017
2017-10-31,"Crown Heights","NY","New York","Kings","New York",25,2407,0.00543024227234754,0.0156118143459916,-0.0008302200083022,16425
2017-10-31,"Southeast Dallas","TX","Dallas-Fort Worth","Dallas","Dallas",26,1182,0.00681431005110733,0.0224913494809689,0.0853994490358127,30648
2017-10-31,"Jamaica","NY","New York","Queens","New York",27,2166,-0.00322135296824666,-0.00184331797235023,-0.000461467466543609,22464
2017-10-31,"Harlem","NY","New York","New York","New York",28,3017,-0.00198478332782005,0.00299202127659575,0.00667334000667334,16455
2017-10-31,"Roosevelt","CA","Fresno","Fresno","Fresno",29,1158,0.00871080139372822,0.0302491103202847,0.0672811059907834,26628
2017-10-31,"Williamsbridge","NY","New York","Bronx","New York",30,1818,0.00386526780784097,0.0167785234899329,0.0364880273660205,12017
2017-10-31,"East Harlem","NY","New York","New York","New York",31,3007,-0.00166002656042497,0.0016655562958028,0.0134816312773846,9940
2017-10-31,"Bushwick","NY","New York","Kings","New York",32,2469,0.00202922077922078,0.00447518307567128,-0.000809388911371914,15281
2017-10-31,"North Scottsdale","AZ","Phoenix","Maricopa","Scottsdale",33,2561,-0.00117004680187207,-0.00388953714507974,-0.0019485580670304,60570
2017-10-31,"East Flatbush","NY","New York","Kings","New York",34,2211,0.0146856356126664,0.0207756232686981,0.0193637621023513,15823
2017-10-31,"Enterprise","NV","Las Vegas","Clark","Las Vegas",35,1344,0.00298507462686567,0.00900900900900901,0.0410534469403563,52952
2017-10-31,"East San Jose","CA","San Jose","Santa Clara","San Jose",36,3200,0.00344935716525557,0.011378002528445,0.0342598577892696,20520
2017-10-31,"South Mountain","AZ","Phoenix","Maricopa","Phoenix",37,1186,0.00338409475465313,0.0162810625535561,0.0394390885188431,32182
2017-10-31,"East Memphis-Colonial-Yorkshire","TN","Memphis","Shelby","Memphis",38,920,0,0,0.0302351623740202,41535
2017-10-31,"Corona","NY","New York","Queens","New York",39,2292,-0.00779220779220779,-0.00174216027874564,0.0195729537366548,9934
2017-10-31,"Sunset Park","NY","New York","Kings","New York",40,2278,0.00440917107583774,0.00175901495162709,0.0174184903974989,9248
2017-10-31,"South Side","TX","Corpus Christi","Nueces","Corpus Christi",41,1510,0.00265604249667995,0.0019907100199071,-0.0239172592113769,30249
2017-10-31,"North Hollywood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",42,2709,0.00444938820912125,0.0130890052356021,0.0367393800229621,11390
2017-10-31,"Alief","TX","Houston","Harris","Houston",43,1290,0.0031104199066874,-0.00462962962962963,-0.0167682926829268,22476
2017-10-31,"Borough Park","NY","New York","Kings","New York",44,2301,0.00261437908496732,0.000434782608695652,0.0118733509234828,9799
2017-10-31,"Elmhurst","NY","New York","Queens","New York",45,2241,-0.00267022696929239,0.00448229493500672,0.00313339301700985,12668
2017-10-31,"Bullard","CA","Fresno","Fresno","Fresno",46,1443,0.000693481276005548,0.00417536534446764,0.0388768898488121,30600
2017-10-31,"Mid City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",47,3004,-0.00099767209843698,-0.007598282127519,0.0228123935989105,17460
2017-10-31,"Bensonhurst","NY","New York","Kings","New York",48,2203,0.000454132606721163,-0.0054176072234763,0.004102096627165,12528
2017-10-31,"Central City","TX","Corpus Christi","Nueces","Corpus Christi",49,1075,-0.00185701021355617,-0.00185701021355617,-0.0511915269196823,27522
2017-10-31,"Northeast","TX","El Paso","El Paso","El Paso",50,896,-0.0022271714922049,-0.00444444444444444,-0.0229007633587786,25847
2017-10-31,"Southwest Dallas","TX","Dallas-Fort Worth","Dallas","Dallas",51,1361,0.0051698670605613,0.0149142431021626,0.0583203732503888,21786
2017-10-31,"Koreatown","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",52,2686,0.00111815132314573,0.00977443609022556,0.0354664610639938,4603
2017-10-31,"Westlake","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",53,2629,0.0026697177726926,0.0154499806875241,0.0774590163934426,4180
2017-10-31,"West San Jose","CA","San Jose","Santa Clara","San Jose",54,3698,0.000541125541125541,0.00598476605005441,0.000270489586150933,22660
2017-10-31,"White Haven-Coro Lake","TN","Memphis","Shelby","Memphis",55,752,-0.0026525198938992,-0.00922266139657444,-0.0296774193548387,26809
2017-10-31,"East","TX","Dallas-Fort Worth","Tarrant","Arlington",56,1331,0.00377073906485671,0.0199233716475096,0.071658615136876,17198
2017-10-31,"North Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",57,2263,0.00577777777777778,0.00891662951404369,0.0801909307875895,15450
2017-10-31,"Soundview","NY","New York","Bronx","New York",58,1793,-0.00333518621456365,-0.00333518621456365,-0.0011142061281337,5299
2017-10-31,"Lower East Side","NY","New York","New York","New York",59,3878,0.00258531540847983,0.0234890472420164,0.0253833950290851,9391
2017-10-31,"Canarsie","NY","New York","Kings","New York",60,2169,0.00977653631284916,0.0121325244983668,0.0144995322731525,14518
2017-10-31,"Northwest","TX","El Paso","El Paso","El Paso",61,1291,0.00155159038013964,0.0101721439749609,-0.0227100681302044,24224
2017-10-31,"Southeast","TX","Dallas-Fort Worth","Tarrant","Arlington",62,1538,0.00260756192959583,0.0125082290980908,0.0420054200542005,25627
2017-10-31,"Logan Square","IL","Chicago","Cook","Chicago",63,1702,-0.00351288056206089,-0.000587199060481503,0.024683925346177,14359
2017-10-31,"South Bronx","NY","New York","Bronx","New York",64,1853,0.00597176981541802,0.0175727622185612,0.0170142700329308,3615
2017-10-31,"Preston Hollow","TX","Dallas-Fort Worth","Dallas","Dallas",65,2260,0.0102816271792579,0.0235507246376812,0.0381258612769867,19354
2017-10-31,"South Scottsdale","AZ","Phoenix","Maricopa","Scottsdale",66,1603,0.00501567398119122,0.0139152435167615,0.0409090909090909,44569
2017-10-31,"Sun Valley","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",67,2594,0.00193124758594052,0.0117004680187207,0.0396793587174349,16088
2017-10-31,"Canoga Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",68,2568,0.00351699882766706,0.0162247724574594,0.037156704361874,7273
2017-10-31,"Flushing","NY","New York","Queens","New York",69,2247,-0.000889284126278346,0.00672043010752688,0.00943396226415094,16175
2017-10-31,"Downtown","CA","San Jose","Santa Clara","San Jose",70,3213,0.00343535290443473,0.0138845061533607,0.0235743867473718,15727
2017-10-31,"South Ozone Park","NY","New York","Queens","New York",71,2187,-0.00455166135639508,-0.00409836065573771,0.00137362637362637,15071
2017-10-31,"Ahwatukee Foothills","AZ","Phoenix","Maricopa","Phoenix",72,1567,0.00513149454778704,0.0135834411384217,0.0248528449967299,28667
2017-10-31,"Boyle Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",73,2301,0.00568181818181818,0.0114285714285714,0.100430416068867,7782
2017-10-31,"North Valley","CA","San Jose","Santa Clara","San Jose",74,3251,0.00494590417310665,0.0137199875272841,0.0258756705585358,15476
2017-10-31,"Evergreen","CA","San Jose","Santa Clara","San Jose",75,3504,0.000285469597487868,0.000856898029134533,-0.00256191289496157,23799
2017-10-31,"Murray Hill","NY","New York","Queens","New York",76,2309,-0.00559862187769164,-0.00388265746333046,0.0162852112676056,13699
2017-10-31,"Sylmar","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",77,2520,0.00079428117553614,0.00719424460431655,0.0327868852459016,16553
2017-10-31,"Sheepshead Bay","NY","New York","Kings","New York",78,2247,0.00536912751677852,0.0167420814479638,0.0283752860411899,15478
2017-10-31,"Willow Glen","CA","San Jose","Santa Clara","San Jose",79,3537,-0.000282645562464669,0.000282805429864253,-0.00169348010160881,20503
2017-10-31,"West","TX","Dallas-Fort Worth","Tarrant","Arlington",80,1535,0.00195822454308094,0.0132013201320132,0.0378634212305612,25032
2017-10-31,"North Raleigh","NC","Raleigh","Wake","Raleigh",81,1576,0.00190718372536554,0.0122029543994862,0.0354796320630749,27644
2017-10-31,"Gravesend","NY","New York","Kings","New York",82,2236,0.000447427293064877,0.00948081264108352,0.00314042171377299,11842
2017-10-31,"Sharpstown","TX","Houston","Harris","Houston",83,1338,0.00375093773443361,0.00224719101123596,-0.0029806259314456,12869
2017-10-31,"Northridge","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",84,3170,0.000947268708556994,0.00253004427577483,0.0517584605175846,17311
2017-10-31,"San Pedro","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",85,2559,0.00195771339075959,0.00708382526564345,0.0449162923642303,19894
2017-10-31,"Little Village","IL","Chicago","Cook","Chicago",86,1380,-0.000724112961622013,0.00217864923747277,0.0072992700729927,4499
2017-10-31,"Southwest","CA","San Diego","San Diego","Chula Vista",87,2283,0.00528401585204756,0.0160213618157543,0.0511049723756906,12505
2017-10-31,"Forest Hills","NY","New York","Queens","New York",88,2096,-0.00663507109004739,-0.0219318712085861,-0.0242085661080074,22544
2017-10-31,"West Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange","Anaheim",89,2623,0.0022927015666794,0.0139157325086973,0.0563834071687475,10401
2017-10-31,"East Village","NY","New York","New York","New York",90,4035,0.00273359840954274,0.0267175572519084,0.00623441396508728,15842
2017-10-31,"Pacoima","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",91,2446,0.000408997955010225,0.00949236483697895,0.0588744588744589,11001
2017-10-31,"Mira Mesa","CA","San Diego","San Diego","San Diego",92,2499,0.00120192307692308,0.00644381796214257,0.0339263549855192,19544
2017-10-31,"Blossom Valley","CA","San Jose","Santa Clara","San Jose",93,3339,0.005420054200542,0.0118181818181818,0.017677537336178,18057
2017-10-31,"West Rogers Park","IL","Chicago","Cook","Chicago",94,1514,-0.00525624178712221,-0.00394736842105263,-0.0032916392363397,16409
2017-10-31,"Far Rockaway","NY","New York","Queens","New York",95,2130,-0.00280898876404494,-0.00234192037470726,0.0167064439140811,6652
2017-10-31,"Cordova-Appling","TN","Memphis","Shelby","Memphis",96,1227,-0.0016273393002441,-0.0024390243902439,0.00656275635767022,23241
2017-10-31,"Eldridge - West Oaks","TX","Houston","Harris","Houston",97,1685,0.000593824228028504,-0.00472533963378618,-0.0243196294151708,11879
2017-10-31,"Ridgewood","NY","New York","Queens","New York",98,2265,-0.00701446733888645,0,-0.00264200792602378,7509
2017-10-31,"Hickory Ridge-South Riverdale","TN","Memphis","Shelby","Memphis",99,952,0.00316122233930453,0.0095440084835631,-0.00522466039707419,13941
2017-10-31,"East Elmhurst","NY","New York","Queens","New York",100,2290,-0.00261324041811847,0.00262697022767075,0.00836635843240863,11888
2017-10-31,"Reseda","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",101,2631,0.00573394495412844,0.0205585725368503,0.0411555203798971,13832
2017-10-31,"Panorama City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",102,2433,0.000822706705059646,0.0145954962468724,0.0509719222462203,7987
2017-10-31,"Cambrian Park","CA","San Jose","Santa Clara","San Jose",103,3513,-0.00170502983802217,-0.00453386228393313,-0.0107012109264996,20837
2017-10-31,"South Dorchester","MA","Boston","Suffolk","Boston",104,2395,0.00209205020920502,-0.00787075393537697,0.0394965277777778,13142
2017-10-31,"Central Southwest","TX","Houston","Harris","Houston",105,1307,0.00384024577572965,0.00461183704842429,0.00771010023130301,18237
2017-10-31,"North Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",106,2748,0.00365230094959825,0.0143964562569214,0.0516647531572905,9902
2017-10-31,"Midtown","TN","Memphis","Shelby","Memphis",107,705,0.00570613409415121,0.015850144092219,-0.0262430939226519,25010
2017-10-31,"Princess Anne","VA","Virginia Beach","Virginia Beach City","Virginia Beach",108,1795,0.00335382895472331,0.0089938167509837,0.029833620195066,23039
2017-10-31,"Jackson Heights","NY","New York","Queens","New York",109,2125,-0.00281557954012201,-0.015291936978684,-0.0180221811460259,10720
2017-10-31,"Southeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",110,1288,0.00546448087431694,0.0254777070063694,0.0557377049180328,15995
2017-10-31,"Northwest Raleigh","NC","Raleigh","Wake","Raleigh",111,1581,0.000632911392405063,0.00572519083969466,0.0360419397116645,23728
2017-10-31,"Cedar Crest","TX","Dallas-Fort Worth","Dallas","Dallas",112,1053,0.0115273775216138,0.0164092664092664,0.10609243697479,18017
2017-10-31,"Kingwood","TX","Houston","Harris","Houston",113,1780,0.00225225225225225,0.00792751981879955,-0.00391717963066592,22131
2017-10-31,"Wilmington","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",114,2370,0.00126742712294043,0.00381194409148666,0.0866574965612105,7554
2017-10-31,"Estrella","AZ","Phoenix","Maricopa","Phoenix",115,1183,0.00509770603228547,0.0242424242424242,0.0469026548672566,19763
2017-10-31,"South Belt - Ellington","TX","Houston","Harris","Houston",116,1439,0.000695410292072323,0.0020891364902507,-0.00138792505204719,14135
2017-10-31,"Midwood","NY","New York","Kings","New York",117,2339,0.00993091537132988,0.0227372103191955,0.0340406719717065,9841
2017-10-31,"Clear Lake","TX","Houston","Harris","Houston",118,1681,0.00358208955223881,0.00839832033593281,-0.003556609365738,17543
2017-10-31,"Greater Fondren Southwest","TX","Houston","Harris","Houston",119,1390,0.00144092219020173,0,0.00144092219020173,12254
2017-10-31,"Oxford Circle","PA","Philadelphia","Philadelphia","Philadelphia",120,1127,-0.00265486725663717,-0.000886524822695035,0.0125786163522013,14199
2017-10-31,"Flatlands","NY","New York","Kings","New York",121,2165,0.00510677808727948,0,0.00744532340623546,11198
2017-10-31,"East Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",122,1386,0.00144508670520231,0.00362056480811007,0.0444611906556142,19827
2017-10-31,"Ozone Park","NY","New York","Queens","New York",123,2184,-0.000914913083257091,0.00784494693124135,0.0177073625349487,10111
2017-10-31,"Northeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",124,1512,0.00465116279069767,0.0147651006711409,0.0807719799857041,19291
2017-10-31,"Queens Village","NY","New York","Queens","New York",125,2245,-0.0070765148164529,-0.00663716814159292,-0.00177856825255669,12501
2017-10-31,"Woodward Park","CA","Fresno","Fresno","Fresno",126,1711,0.00587889476778366,0.0166369578134284,0.0607563546187229,18138
2017-10-31,"Park Slope","NY","New York","Kings","New York",127,2874,0.00595029751487574,0.0286327845382963,0.0439520523065746,16533
2017-10-31,"Winnetka Heights","TX","Dallas-Fort Worth","Dallas","Dallas",128,1292,0.0031055900621118,0.0125391849529781,0.0555555555555556,10092
2017-10-31,"Mission","CA","San Francisco","San Francisco","San Francisco",129,4762,0.00932598558711318,0.0302899177845089,-0.0112126245847176,8303
2017-10-31,"Northside-Northline","TX","Houston","Harris","Houston",130,1251,-0.000798722044728434,0.0105008077544426,0.0145985401459854,11365
2017-10-31,"Albany Park","IL","Chicago","Cook","Chicago",131,1578,-0.00315855969677827,-0.00441640378548896,0.00254129606099111,10135
2017-10-31,"Green Run","VA","Virginia Beach","Virginia Beach City","Virginia Beach",132,1336,0.000749063670411985,0.000749063670411985,0.00526711813393529,18170
2017-10-31,"Westwood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",133,4143,-0.000241312741312741,0.00241954996370675,0.00974896417255667,11510
2017-10-31,"Central Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",134,1335,0.0037593984962406,0.0183066361556064,0.0578446909667195,18213
2017-10-31,"Gramercy","NY","New York","New York","New York",135,3749,0.00455519828510182,0.0259989053092501,0.0137912385073012,20569
2017-10-31,"Brownsville","NY","New York","Kings","New York",136,2228,0.012267151294866,0.0276752767527675,0.0324374420759963,3647
2017-10-31,"Archer Heights","IL","Chicago","Cook","Chicago",137,1462,-0.000683526999316473,0.000684462696783025,0.0110650069156293,7247
2017-10-31,"Richmond Hill","NY","New York","Queens","New York",138,2187,-0.000913659205116492,0.00736987563334869,0.0125,8139
2017-10-31,"Bay Ridge","NY","New York","Kings","New York",139,2354,0.00555318240068347,0.0133448127421438,0.0425155004428698,11882
2017-10-31,"Rogers Park","IL","Chicago","Cook","Chicago",140,1453,-0.00206043956043956,-0.00479452054794521,-0.0182432432432432,16404
2017-10-31,"Hoover","CA","Fresno","Fresno","Fresno",141,1266,0.0071599045346062,0.0144230769230769,0.0377049180327869,12298
2017-10-31,"South Austin","IL","Chicago","Cook","Chicago",142,1449,0.0020746887966805,0.00625,0.0168421052631579,7129
2017-10-31,"Fresno High Roeding","CA","Fresno","Fresno","Fresno",143,1128,0.0143884892086331,0.0473537604456824,0.0835734870317003,14921
2017-10-31,"The Heights","NJ","New York","Hudson","Jersey City",144,2144,0.0079924776680771,0.0190114068441065,0,11076
2017-10-31,"Kensington","NY","New York","Kings","New York",145,2244,0.00763358778625954,0.0108108108108108,-0.00707964601769911,7367
2017-10-31,"Raleigh","TN","Memphis","Shelby","Memphis",146,849,0.00117924528301887,0.00354609929078014,0,14896
2017-10-31,"Encanto","AZ","Phoenix","Maricopa","Phoenix",147,1296,0.00154559505409583,0.0148786217697729,0.0510948905109489,17294
2017-10-31,"Kempsville","VA","Virginia Beach","Virginia Beach City","Virginia Beach",148,1380,0.00436681222707424,0.012472487160675,0.0237388724035608,19167
2017-10-31,"Bath Beach","NY","New York","Kings","New York",149,2226,-0.000897666068222621,0.00134952766531714,0.00998185117967332,9339
2017-10-31,"Little Havana","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",150,1619,0.00309789343246592,-0.0043050430504305,-0.0374554102259215,6306
2017-10-31,"Lower Valley","TX","El Paso","El Paso","El Paso",151,868,-0.00115074798619102,-0.00229885057471264,-0.0247191011235955,12081
2017-10-31,"Northeast Raleigh","NC","Raleigh","Wake","Raleigh",152,1287,0,-0.00386996904024768,0.00390015600624025,22639
2017-10-31,"Centennial Hills","NV","Las Vegas","Clark","Las Vegas",153,1332,0.00528301886792453,0.0175706646294882,0.0381917381137958,21329
2017-10-31,"Roxbury","MA","Boston","Suffolk","Boston",154,2494,0.00120433560818948,-0.00637450199203187,0.0318576748034754,6965
2017-10-31,"Flagami","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",155,1819,-0.00328767123287671,-0.0130222463374932,-0.0309003729355354,13121
2017-10-31,"Central City","AZ","Phoenix","Maricopa","Phoenix",156,1128,0.00714285714285714,0.0235934664246824,0.0377184912603496,11208
2017-10-31,"Lone Mountain","NV","Las Vegas","Clark","Las Vegas",157,1333,0.00376506024096386,0.0144596651445966,0.0357420357420357,18518
2017-10-31,"Casas Adobes","AZ","Tucson","Pima","Tucson",158,1199,0.00167084377610693,0.00334728033472803,0.0161016949152542,18883
2017-10-31,"Northeast Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange","Anaheim",159,2758,0.00181620050853614,0.00473588342440801,0.040362127499057,9177
2017-10-31,"Northwest","CA","San Diego","San Diego","Chula Vista",160,2312,0.00521739130434783,0.0180537208278292,0.0509090909090909,9850
2017-10-31,"Central City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",161,2378,0.000841750841750842,0.00337552742616034,0.103992571959146,4784
2017-10-31,"Golfcrest - Bellfort - Reveille","TX","Houston","Harris","Houston",162,1302,0.00153846153846154,0.00852052672347018,0.0124416796267496,9980
2017-10-31,"Mclane","CA","Fresno","Fresno","Fresno",163,1197,0.0109797297297297,0.0336787564766839,0.0774077407740774,12737
2017-10-31,"Summerlin North","NV","Las Vegas","Clark","Las Vegas",164,1576,0.00510204081632653,0.0167741935483871,0.0471760797342193,21480
2017-10-31,"Bayside","NY","New York","Queens","New York",165,2495,-0.00279776179056755,0.00120385232744783,0.0271716755866612,14936
2017-10-31,"Gresham","IL","Chicago","Cook","Chicago",166,1359,0.00147383935151069,0.00517751479289941,0.0141791044776119,10934
2017-10-31,"Downtown","TN","Memphis","Shelby","Memphis",167,664,0.00302114803625378,0.0152905198776758,0.0168453292496172,18129
2017-10-31,"Granada Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",168,2918,0.00516706854977609,0.0170791216451725,0.0260196905766526,15183
2017-10-31,"Maspeth","NY","New York","Queens","New York",169,2272,-0.00742682394058541,-0.00394563787812363,0.00397702165267344,10935
2017-10-31,"Lake Highlands","TX","Dallas-Fort Worth","Dallas","Dallas",170,1297,0.00855365474339036,0.00777000777000777,0.0310015898251192,7736
2017-10-31,"Fairgrounds","CA","San Jose","Santa Clara","San Jose",171,3121,0.00128328521013795,0.00970559689420899,0.0392940392940393,8613
2017-10-31,"Hamilton Heights","NY","New York","New York","New York",172,3031,-0.00230414746543779,0.00165234633179114,0.0013214403700033,5133
2017-10-31,"Rancho Penasquitos","CA","San Diego","San Diego","San Diego",173,2974,0.00269723533378287,0.0132879045996593,0.0546099290780142,14546
2017-10-31,"Winnetka","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",174,2736,0.00256504213997801,0.0110864745011086,0.043080442241708,11239
2017-10-31,"Santa Teresa","CA","San Jose","Santa Clara","San Jose",175,3371,0.00476900149031297,0.00958370769691524,0.0156673696896656,14347
2017-10-31,"Woodlake - Briarmeadow","TX","Houston","Harris","Houston",176,1455,0.0055286800276434,0.0069204152249135,-0.0364238410596026,8235
2017-10-31,"Michael Way","NV","Las Vegas","Clark","Las Vegas",177,1146,0.00526315789473684,0.0186666666666667,0.0523415977961433,12700
2017-10-31,"University City","CA","San Diego","San Diego","San Diego",178,2662,0.00757002271006813,0.0218809980806142,0.0635237714742309,12381
2017-10-31,"Chelsea","NY","New York","New York","New York",179,4370,0.0034443168771527,0.0284772887738291,-0.004102096627165,17955
2017-10-31,"Southwest Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange","Anaheim",180,2665,0.00150319428786171,0.00870552611657835,0.0500394011032309,9237
2017-10-31,"Lake View","IL","Chicago","Cook","Chicago",181,1899,0,0.000526870389884088,-0.0306278713629403,22364
2017-10-31,"Woodside","NY","New York","Queens","New York",182,2225,-0.00536432722396066,-0.00358262427227944,-0.00669642857142857,7106
2017-10-31,"Englewood","IL","Chicago","Cook","Chicago",183,1284,0.0015600624024961,0.0110236220472441,0.00390930414386239,8565
2017-10-31,"Woodland Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",184,3461,-0.00201845444059977,-0.00688665710186514,0.00815613166326828,22059
2017-10-31,"Greenville","NJ","New York","Hudson","Jersey City",185,1814,0.0011037527593819,0.00833796553640912,-0.054715997915581,8867
2017-10-31,"Oak Lawn","TX","Dallas-Fort Worth","Dallas","Dallas",186,1759,-0.000568181818181818,0.0062929061784897,0.00285062713797035,17699
2017-10-31,"Highland Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",187,2747,0,0.00844346549192364,0.0768326146609173,8714
2017-10-31,"Greater Uptown","TX","Houston","Harris","Houston",188,1908,0.00315457413249211,-0.00831600831600832,-0.0610236220472441,19385
2017-10-31,"Central","TX","El Paso","El Paso","El Paso",189,892,-0.00111982082866741,-0.00335195530726257,-0.0230010952902519,8749
2017-10-31,"Southwest","TX","Dallas-Fort Worth","Tarrant","Arlington",190,1641,0.00305623471882641,0.00674846625766871,0.0198881292728403,16600
2017-10-31,"Palms","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",191,3222,-0.00309405940594059,-0.0098340503995083,-0.00555555555555556,5507
2017-10-31,"Brighton Park","IL","Chicago","Cook","Chicago",192,1452,-0.000688231245698555,-0.00206185567010309,0,4174
2017-10-31,"Parkway","CA","Sacramento","Sacramento","Sacramento",193,1472,0.0123796423658872,0.0395480225988701,0.106766917293233,11868
2017-10-31,"West Adams","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",194,2673,0.000374251497005988,0.0144212523719165,0.0687724910035986,3252
2017-10-31,"Mid City West","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",195,4123,-0.00578731613214372,-0.0197337137422729,-0.0183333333333333,8922
